,feature,shap_value,feature_value
0,Flow_Duration,0.66141075,-0.4393452001003211
1,Flow_Duration,-0.18431237,-0.4393455269584553
2,Flow_Duration,1.0667036,-0.4391604063970072
3,Flow_Duration,1.1148283,-0.4393449029565627
4,Flow_Duration,1.8728534,-0.4335760351745782
5,Flow_Duration,0.66141075,-0.4393452001003211
6,Flow_Duration,2.0614986,-0.4393401189420534
7,Flow_Duration,2.1263645,-0.2784636355947875
8,Flow_Duration,-0.20995602,-0.4393461509603478
9,Flow_Duration,1.8533059,-0.4383961229361719
10,Flow_Duration,1.3278909,-0.4383770760212621
11,Flow_Duration,2.2253742,-0.4393412480883351
12,Flow_Duration,2.7229555,-0.4393416640895968
13,Flow_Duration,1.934269,3.067388841109344
14,Flow_Duration,1.6195481,1.5016218089008997
15,Flow_Duration,2.7838213,-0.439341812661476
16,Flow_Duration,2.1013691,-0.4393449326709386
17,Flow_Duration,-0.56261903,-0.4393466858191128
18,Flow_Duration,2.3300672,-0.4393409212302009
19,Flow_Duration,1.9992342,-0.4393436846671535
20,Flow_Duration,1.9790918,-0.4393390789388992
21,Flow_Duration,1.3802439,-0.2639578201718524
22,Flow_Duration,1.8412308,-0.4386415933949394
23,Flow_Duration,2.0160794,-0.4374450846232176
24,Flow_Duration,1.6803821,-0.4372161056430381
25,Flow_Duration,1.8063736,-0.4375437660653635
26,Flow_Duration,2.090577,-0.4382689454076008
27,Flow_Duration,2.3828325,-0.4393413669458385
28,Flow_Duration,1.9196229,-0.287139787622781
29,Flow_Duration,1.8467484,-0.438423905877577
30,Flow_Duration,1.8062354,-0.4379546267400251
31,Flow_Duration,2.0812383,-0.2653086654116579
32,Flow_Duration,1.8609042,-0.4375472426473361
33,Flow_Duration,1.4034996,-0.2703784727877635
34,Flow_Duration,-0.10280429,-0.4393454972440794
35,Flow_Duration,1.3455466,2.519373917332832
36,Flow_Duration,1.7011842,1.5224676024093555
37,Flow_Duration,1.7208687,3.0179987644581407
38,Flow_Duration,1.8427652,-0.4386341053722292
39,Flow_Duration,1.5145527,-0.0176184833404919
40,Flow_Duration,1.859498,-0.4351157747015627
41,Flow_Duration,3.0292885,-0.4393434469521469
42,Flow_Duration,-0.660636,-0.4393466858191128
43,Flow_Duration,1.2371844,-0.4009140824005851
44,Flow_Duration,1.473059,-0.2618320240102869
45,Flow_Duration,1.8756071,-0.4364883114357273
46,Flow_Duration,1.2139359,-0.4384320476165556
47,Flow_Duration,-0.08288717,-0.4393456458159586
48,Flow_Duration,1.5074404,-0.4393447543846836
49,Flow_Duration,1.5128176,-0.4393450515284419
50,Flow_Duration,1.8301075,-0.4375660518472392
51,Flow_Duration,1.8468248,-0.4378979019965573
52,Flow_Duration,2.4699357,-0.4393448732421869
53,Flow_Duration,1.8124111,-0.4383944292167493
54,Flow_Duration,1.2189088,-0.2930903588129926
55,Flow_Duration,1.044503,-0.2271022478219812
56,Flow_Duration,1.8290249,-0.4384262235988921
57,Flow_Duration,2.0182498,-0.438637373953571
58,Flow_Duration,-0.10280429,-0.4393454972440794
59,Flow_Duration,2.895789,-0.439342169233986
60,Flow_Duration,2.8747585,-0.4393421395196102
61,Flow_Duration,1.9223938,-0.4378713373445614
62,Flow_Duration,-0.8099178,-0.439346656104737
63,Flow_Duration,1.8808914,-0.437426186280187
64,Flow_Duration,1.6253994,0.467868330795913
65,Flow_Duration,1.8215255,-0.4338477137128317
66,Flow_Duration,-0.866344,-0.4393467452478645
67,Flow_Duration,2.883436,-0.439341990947731
68,Flow_Duration,1.2338474,-0.4393349783550341
69,Flow_Duration,1.3613751,-0.4393448435278111
70,Flow_Duration,1.949247,-0.4208409588363638
71,Flow_Duration,1.8213366,-0.4373688375348266
72,Flow_Duration,1.6858006,0.9289628218105288
73,Flow_Duration,1.8761021,-0.4372406794318531
74,Flow_Duration,1.8911108,-0.4374251462770328
75,Flow_Duration,2.0116367,-0.4384374853473333
76,Flow_Duration,1.8394415,-0.4373461951804409
77,Flow_Duration,1.7268623,-0.436150399553739
78,Flow_Duration,-0.39489073,-0.4393456161015828
79,Flow_Duration,1.5998739,0.4964827101512539
80,Flow_Duration,2.4575787,-0.4393408618014493
81,Flow_Duration,2.3867786,-0.4393411589452076
82,Flow_Duration,0.0007670941,-0.4393453486722003
83,Flow_Duration,0.2867665,-0.439345229814697
84,Flow_Duration,2.2449586,-0.4228149145374156
85,Flow_Duration,1.8652607,-0.4328363552169336
86,Flow_Duration,-1.712259,-0.4393462698178512
87,Flow_Duration,1.2179059,-0.4383686371385251
88,Flow_Duration,1.4719722,-0.4393426446639993
89,Flow_Duration,2.0160217,-0.4365179069540583
90,Flow_Duration,-0.31238973,-0.4393456755303345
91,Flow_Duration,1.9775296,-0.431288206521588
92,Flow_Duration,1.037949,-0.4392565026884555
93,Flow_Duration,1.8718628,-0.4375257591536078
94,Flow_Duration,1.087134,-0.3039371459956856
95,Flow_Duration,1.6136302,1.3960538818691477
96,Flow_Duration,1.9932998,-0.4393397326551676
97,Flow_Duration,1.4240555,-0.439302708542878
98,Flow_Duration,1.6014253,-0.2879829627514566
99,Flow_Duration,1.4967881,0.643312554325353
100,Flow_Duration,1.554251,-0.4393449029565627
101,Flow_Duration,1.516306,-0.2613743929080621
102,Flow_Duration,1.8046706,-0.4384282441764488
103,Flow_Duration,-0.67966646,-0.4393466263903611
104,Flow_Duration,1.2154356,-0.4386525579996224
105,Flow_Duration,2.0547004,-0.4393409212302009
106,Flow_Duration,1.6458081,0.9453522909463552
107,Flow_Duration,1.8600852,-0.4364437695863515
108,Flow_Duration,1.7027348,-0.4368666645832261
109,Flow_Duration,2.1272807,-0.4393402675139326
110,Flow_Duration,1.8204818,-0.4363078263169094
111,Flow_Duration,1.5992628,1.6198529331957223
112,Flow_Duration,1.9982088,-0.3397696820999558
113,Flow_Duration,1.8394917,-0.4384241435925837
114,Flow_Duration,-0.69258946,-0.4393461806747236
115,Flow_Duration,1.8567979,3.0061692040091024
116,Flow_Duration,2.8141863,-0.4393421098052343
117,Flow_Duration,1.3740079,-0.4393445760984286
118,Flow_Duration,1.696381,3.0488539940382777
119,Flow_Duration,2.0083895,-0.4386484277013814
120,Flow_Duration,2.0030127,-0.4386456048356771
121,Flow_Duration,2.302642,-0.4393408023726976
122,Flow_Duration,1.9801666,-0.2621461643916077
123,Flow_Duration,0.44897974,-0.4393453189578244
124,Flow_Duration,-0.42879426,-0.439346121245972
125,Flow_Duration,1.7257677,2.9870245288027872
126,Flow_Duration,-0.660636,-0.4393466858191128
127,Flow_Duration,-0.866344,-0.4393467452478645
128,Flow_Duration,1.6429492,3.006490594698126
129,Flow_Duration,1.7549751,-0.436062147857511
130,Flow_Duration,-0.31238973,-0.4393456755303345
131,Flow_Duration,2.2564929,-0.4393396435120401
132,Flow_Duration,1.3874425,2.477967172322668
133,Flow_Duration,-0.8010291,-0.4393466858191128
134,Flow_Duration,1.279817,-0.4393449326709386
135,Flow_Duration,1.4696466,2.503391624289064
136,Flow_Duration,2.5339162,-0.4393446355271803
137,Flow_Duration,-0.56261903,-0.4393466858191128
138,Flow_Duration,2.386202,-0.4393407726583218
139,Flow_Duration,1.8362981,-0.4386387705292352
140,Flow_Duration,1.825843,-0.4374980950697061
141,Flow_Duration,0.881004,-0.2575444772923965
142,Flow_Duration,1.5749049,2.3088800423592293
143,Flow_Duration,1.8209555,-0.4375207968528435
144,Flow_Duration,1.8178147,-0.436322059502934
145,Flow_Duration,1.4236176,-0.439342525806496
146,Flow_Duration,2.0557566,-0.3093685178969436
147,Flow_Duration,2.101424,-0.2607145554782844
148,Flow_Duration,1.4110396,-0.2781965924991642
149,Flow_Duration,1.8293577,-0.4384272338876704
150,Flow_Duration,1.8326882,-0.4342270177203572
151,Flow_Duration,1.4044441,1.922710468868437
152,Flow_Duration,1.2577935,-0.4369989529844406
153,Flow_Duration,2.069153,-0.4393405052289393
154,Flow_Duration,1.8524954,-0.4319050769639092
155,Flow_Duration,0.724052,-0.4393452892434486
156,Flow_Duration,1.9631445,-0.398636653779137
157,Flow_Duration,1.6886626,1.359273576033265
158,Flow_Duration,1.8245677,-0.4375276311592854
159,Flow_Duration,2.1967006,-0.4393413075170868
160,Flow_Duration,1.7675872,2.5604959391937507
161,Flow_Duration,1.9568524,-0.4393370583613425
162,Flow_Duration,1.8799648,-0.2667761990053648
163,Flow_Duration,1.4103371,-0.4388110247659469
164,Flow_Duration,1.7907776,-0.32784530307763
165,Flow_Duration,2.0117607,-0.4379777445244242
166,Flow_Duration,1.9812765,-0.4392666650049909
167,Flow_Duration,-0.020556204,-0.4393453486722003
168,Flow_Duration,1.5918521,0.7570453084057406
169,Flow_Duration,1.6992958,-0.1382299371402773
170,Flow_Duration,2.011723,-0.4365165400927699
171,Flow_Duration,1.366358,-0.2155881351868004
172,Flow_Duration,1.6281931,1.496018687907319
173,Flow_Duration,1.5941926,0.1168437324669603
174,Flow_Duration,1.839192,-0.4375159534095825
175,Flow_Duration,1.6500148,-0.4094272510771272
176,Flow_Duration,1.228236,-0.4194161545151065
177,Flow_Duration,1.8370025,-0.3851651660646198
178,Flow_Duration,1.7669629,-0.4363388778396563
179,Flow_Duration,1.643844,3.029178887508944
180,Flow_Duration,2.0012593,-0.4379058060205292
181,Flow_Duration,1.5662607,2.162276740586492
182,Flow_Duration,1.5724651,2.984636562703235
183,Flow_Duration,1.2039045,-0.43751639912522
184,Flow_Duration,-0.6516315,-0.439346656104737
185,Flow_Duration,1.7739718,-0.4344716561766014
186,Flow_Duration,1.8521154,-0.4384125252716324
187,Flow_Duration,1.0387391,-0.3955945554099676
188,Flow_Duration,1.3877444,-0.2716727121416045
189,Flow_Duration,1.0764377,-0.3685478470948956
190,Flow_Duration,1.6502934,1.6134408680344272
191,Flow_Duration,1.8502649,-0.4353400290959845
192,Flow_Duration,0.96782994,-0.1838783201576675
193,Flow_Duration,1.7794824,-0.2676746428730924
194,Flow_Duration,1.2077045,-0.4384313047571597
195,Flow_Duration,2.8728073,-0.4393424960921202
196,Flow_Duration,1.6272168,-0.1916544831703901
197,Flow_Duration,1.688167,-0.4363539133138285
198,Flow_Duration,1.777407,-0.2891705572104281
199,Flow_Duration,1.1372385,1.4928327125303595
200,Flow_Duration,1.5990875,0.7840036461670813
201,Flow_Duration,1.1909584,-0.436247803277724
202,Flow_Duration,1.7939984,-0.4393435360952744
203,Flow_Duration,2.206245,-0.4393413372314627
204,Flow_Duration,1.8284914,-0.4384309184702739
205,Flow_Duration,1.3500588,2.5289643509908726
206,Flow_Duration,1.9167539,-0.4393391383676509
207,Flow_Duration,1.4816303,-0.4393444275265494
208,Flow_Duration,1.6683483,-0.272190871427404
209,Flow_Duration,0.7268562,-0.4393453783865761
210,Flow_Duration,1.6846292,3.079252127374955
211,Flow_Duration,1.2182614,-0.4384440522243927
212,Flow_Duration,1.3847408,-0.281115732781131
213,Flow_Duration,1.7542994,-0.439343238951516
214,Flow_Duration,2.8151474,-0.4393420206621068
215,Flow_Duration,1.2851402,-0.4364710176689917
216,Flow_Duration,1.035133,-0.3938835125062981
217,Flow_Duration,1.6891716,-0.409370793763042
218,Flow_Duration,1.9583253,1.355902777238616
219,Flow_Duration,1.8606441,-0.4340878950127008
220,Flow_Duration,0.09645565,-0.4393454378153278
221,Flow_Duration,-0.7243681,-0.439346656104737
222,Flow_Duration,0.7901986,-0.4393451109571936
223,Flow_Duration,2.8107135,-0.4393417235183485
224,Flow_Duration,1.6899892,0.184566063574792
225,Flow_Duration,1.3035251,-0.4362647107575738
226,Flow_Duration,1.8419622,-0.4383899720603741
227,Flow_Duration,1.6108389,3.026985431713604
228,Flow_Duration,1.8606765,-0.4355331725389078
229,Flow_Duration,1.9729148,-0.4233322715350676
230,Flow_Duration,1.7041507,3.045430749370281
231,Flow_Duration,2.2115488,-0.4393413075170868
232,Flow_Duration,1.1966116,-0.0599327053886369
233,Flow_Duration,1.6403127,1.3168801651735214
234,Flow_Duration,-0.8010291,-0.4393466858191128
235,Flow_Duration,1.5142056,2.553440052651253
236,Flow_Duration,1.7010084,1.4631581836740006
237,Flow_Duration,1.8403003,-0.2768132991609475
238,Flow_Duration,-0.5143714,-0.439346656104737
239,Flow_Duration,-0.69258946,-0.4393461806747236
240,Flow_Duration,1.8206075,1.1855524891584592
241,Flow_Duration,1.8052423,-0.4381197792409124
242,Flow_Duration,1.7262654,-0.1888771696042807
243,Flow_Duration,2.8803217,-0.4393422880914893
244,Flow_Duration,1.8372213,-0.4384196270074568
245,Flow_Duration,1.8462619,-0.4339614900579014
246,Flow_Duration,1.8345813,-0.4386418311099461
247,Flow_Duration,1.9397259,1.3716069437245748
248,Flow_Duration,1.923071,-0.4278941116562849
249,Flow_Duration,-2.4281359,-0.4393464183897303
250,Flow_Duration,1.9223938,-0.4378754973571782
251,Flow_Duration,1.7963787,-0.4291148376443118
252,Flow_Duration,1.3051322,2.07963262250842
253,Flow_Duration,2.3841074,-0.4393413966602143
254,Flow_Duration,2.830853,-0.4393419018046035
255,Flow_Duration,-0.74202895,-0.4393462401034753
256,Flow_Duration,2.029368,-0.2799670938688782
257,Flow_Duration,2.1213732,-0.4381885085922172
258,Flow_Duration,-0.5757245,-0.439346656104737
259,Flow_Duration,-1.0884794,-0.4393465372472336
260,Flow_Duration,1.85069,-0.434687174544528
261,Flow_Duration,1.8325783,-0.4375241248629369
262,Flow_Duration,0.99815583,-0.2598167058980736
263,Flow_Duration,-0.5900294,-0.439346656104737
264,Flow_Duration,1.7861273,-0.4363178103471897
265,Flow_Duration,1.6565902,3.0000218642221155
266,Flow_Duration,1.3946023,-0.2906440931080537
267,Flow_Duration,0.71868944,-0.439345229814697
268,Flow_Duration,1.827465,-0.4374370914561181
269,Flow_Duration,-0.91435647,-0.4393463886753545
270,Flow_Duration,1.7025906,-0.3856154577160136
271,Flow_Duration,1.8361512,-0.4230549472654056
272,Flow_Duration,1.8251386,-0.4384228361600469
273,Flow_Duration,1.1891913,-0.439316882300151
274,Flow_Duration,1.6462345,0.4018173144712603
275,Flow_Duration,1.806425,-0.4325282171395314
276,Flow_Duration,1.2431301,-0.3336532452638368
277,Flow_Duration,1.8303748,-0.2543473887388751
278,Flow_Duration,1.6517189,2.986406826357942
279,Flow_Duration,1.2125745,-0.4381971851899609
